Date,Time,Sensor_id,Sensor_data,Remarks
04-03-2008,12:12:13 AM,M13,ON,
04-03-2008,12:12:15 AM,M13,OFF,
04-03-2008,12:12:18 AM,M13,ON,
04-03-2008,12:12:19 AM,M13,OFF,
04-03-2008,12:12:21 AM,M13,ON,
04-03-2008,02:12:24 PM,asterisk,START,
04-03-2008,12:12:25 AM,M13,OFF,
04-03-2008,02:13:39 PM,asterisk,END,
04-03-2008,12:13:44 AM,M13,ON,
04-03-2008,12:13:45 AM,M13,OFF,
04-03-2008,02:13:52 PM,asterisk,START,
04-03-2008,02:14:18 PM,asterisk,END,
04-03-2008,12:14:20 AM,M13,ON,Phone_Call end
04-03-2008,12:14:39 AM,M14,ON,Wash_hands begin
04-03-2008,12:14:39 AM,M13,ON,
04-03-2008,12:14:41 AM,M15,ON,
04-03-2008,12:14:41 AM,M13,OFF,
04-03-2008,12:14:41 AM,M16,ON,
04-03-2008,12:14:43 AM,M15,OFF,
04-03-2008,12:14:44 AM,M14,OFF,
04-03-2008,12:14:44 AM,M17,ON,
04-03-2008,12:14:45 AM,M16,OFF,
04-03-2008,12:14:48 AM,AD1-B,0.038985,
04-03-2008,12:14:49 AM,M17,OFF,
04-03-2008,12:14:50 AM,AD1-B,0.172971,
04-03-2008,12:14:56 AM,AD1-B,0.246879,
04-03-2008,12:15:13 AM,M17,ON,
04-03-2008,12:15:13 AM,M17,OFF,
04-03-2008,12:15:15 AM,AD1-B,0.188011,
04-03-2008,12:15:15 AM,M17,ON,
04-03-2008,12:15:18 AM,M17,OFF,
04-03-2008,12:15:30 AM,M18,ON,
04-03-2008,12:15:30 AM,M17,ON,
04-03-2008,12:15:34 AM,M17,OFF,
04-03-2008,12:15:35 AM,M17,ON,
04-03-2008,12:15:36 AM,M17,OFF,
04-03-2008,12:15:40 AM,M18,OFF,Wash_hands end
04-03-2008,12:15:56 AM,D01,OPEN,Cook begin
04-03-2008,12:16:00 AM,I02,ABSENT,
04-03-2008,12:16:00 AM,I01,ABSENT,
04-03-2008,12:16:06 AM,I03,ABSENT,
04-03-2008,12:16:14 AM,I05,ABSENT,
04-03-2008,12:16:15 AM,I04,ABSENT,
04-03-2008,12:16:17 AM,M17,ON,
04-03-2008,12:16:19 AM,M17,OFF,
04-03-2008,12:16:26 AM,D01,CLOSE,
04-03-2008,12:16:51 AM,I07,ABSENT,
04-03-2008,12:16:55 AM,M17,ON,
04-03-2008,12:17:07 AM,M17,OFF,
04-03-2008,12:17:08 AM,AD1-B,0.0382818,
04-03-2008,12:17:09 AM,M17,ON,
04-03-2008,12:17:10 AM,M17,OFF,
04-03-2008,12:17:11 AM,AD1-B,0.298286,
04-03-2008,12:17:12 AM,M17,ON,
04-03-2008,12:17:14 AM,M17,OFF,
04-03-2008,12:17:20 AM,AD1-B,0.0421881,
04-03-2008,12:17:23 AM,AD1-B,0.245004,
04-03-2008,12:17:25 AM,M17,ON,
04-03-2008,12:17:28 AM,M17,OFF,
04-03-2008,12:17:29 AM,M17,ON,
04-03-2008,12:17:34 AM,M17,OFF,
04-03-2008,12:17:41 AM,AD1-A,2.83692,
04-03-2008,12:17:45 AM,AD1-A,2.92864,
04-03-2008,12:17:47 AM,AD1-A,3.02684,
04-03-2008,12:17:50 AM,AD1-A,3.09684,
04-03-2008,12:17:56 AM,AD1-A,3.15552,
04-03-2008,12:18:14 AM,AD1-A,3.23497,
04-03-2008,12:20:35 AM,AD1-A,3.29489,
04-03-2008,12:20:38 AM,AD1-A,3.21974,
04-03-2008,12:20:41 AM,AD1-A,3.12544,
04-03-2008,12:20:48 AM,AD1-A,3.0313,
04-03-2008,12:21:01 AM,M17,ON,
04-03-2008,12:21:05 AM,M17,OFF,
04-03-2008,12:21:05 AM,AD1-A,2.94645,
04-03-2008,12:21:20 AM,AD1-A,3.00184,
04-03-2008,12:23:50 AM,AD1-A,3.05294,
04-03-2008,12:23:56 AM,AD1-A,2.99348,
04-03-2008,12:24:06 AM,AD1-A,2.91137,
04-03-2008,12:24:49 AM,M17,ON,
04-03-2008,12:24:51 AM,M17,OFF,Cook end
04-03-2008,12:27:41 AM,M17,ON,Eat begin
04-03-2008,12:27:43 AM,M17,OFF,
04-03-2008,12:27:49 AM,M17,ON,
04-03-2008,12:27:53 AM,AD1-B,0.03836,
04-03-2008,12:27:55 AM,M17,OFF,
04-03-2008,12:27:56 AM,AD1-B,0.168987,
04-03-2008,12:28:05 AM,AD1-C,0.0579306,
04-03-2008,12:28:05 AM,AD1-B,0.50118,
04-03-2008,12:28:07 AM,M17,ON,
04-03-2008,12:28:09 AM,AD1-B,0.369185,
04-03-2008,12:28:09 AM,AD1-C,0.14801,
04-03-2008,12:28:13 AM,M17,OFF,
04-03-2008,12:28:18 AM,AD1-C,0.518563,
04-03-2008,12:28:20 AM,AD1-C,0.379771,
04-03-2008,12:28:21 AM,M17,ON,
04-03-2008,12:28:24 AM,D01,OPEN,
04-03-2008,12:28:25 AM,M17,OFF,
04-03-2008,12:28:25 AM,M17,ON,
04-03-2008,12:28:26 AM,I06,ABSENT,
04-03-2008,12:28:29 AM,D01,CLOSE,
04-03-2008,12:28:30 AM,M17,OFF,
04-03-2008,12:28:33 AM,M17,ON,
04-03-2008,12:28:34 AM,M18,ON,
04-03-2008,12:28:39 AM,M18,OFF,
04-03-2008,12:28:42 AM,M17,OFF,
04-03-2008,12:28:44 AM,M17,ON,
04-03-2008,12:28:52 AM,M17,OFF,
04-03-2008,12:28:58 AM,M17,ON,
04-03-2008,12:29:02 AM,M16,ON,
04-03-2008,12:29:03 AM,M15,ON,
04-03-2008,12:29:04 AM,M14,ON,
04-03-2008,12:29:06 AM,M17,OFF,
04-03-2008,12:29:07 AM,M16,OFF,
04-03-2008,12:29:07 AM,M15,OFF,
04-03-2008,12:29:15 AM,M14,OFF,
04-03-2008,12:29:15 AM,M14,ON,
04-03-2008,12:29:19 AM,M14,OFF,
04-03-2008,12:29:19 AM,M13,ON,
04-03-2008,12:29:21 AM,M13,OFF,Eat end
04-03-2008,12:40:50 AM,M14,ON,Clean begin
04-03-2008,12:40:53 AM,M13,ON,
04-03-2008,12:40:55 AM,M13,OFF,
04-03-2008,12:41:00 AM,M14,OFF,
04-03-2008,12:41:02 AM,M14,ON,
04-03-2008,12:41:04 AM,M15,ON,
04-03-2008,12:41:04 AM,M16,ON,
04-03-2008,12:41:06 AM,M17,ON,
04-03-2008,12:41:07 AM,M15,OFF,
04-03-2008,12:41:07 AM,M14,OFF,
04-03-2008,12:41:07 AM,M16,OFF,
04-03-2008,12:41:10 AM,M17,OFF,
04-03-2008,12:41:10 AM,M17,ON,
04-03-2008,12:41:24 AM,M17,OFF,
04-03-2008,12:41:45 AM,M17,ON,
04-03-2008,12:41:53 AM,M17,OFF,
04-03-2008,12:41:54 AM,M17,ON,
04-03-2008,12:41:55 AM,M17,ON,
04-03-2008,12:41:56 AM,M17,OFF,
04-03-2008,12:41:56 AM,AD1-B,0.0532039,
04-03-2008,12:41:59 AM,AD1-B,0.386725,
04-03-2008,12:44:22 AM,M17,ON,
04-03-2008,12:44:24 AM,M17,OFF,
04-03-2008,12:44:35 AM,AD1-B,0.494773,
04-03-2008,12:44:44 AM,AD1-B,0.547626,
04-03-2008,12:44:47 AM,AD1-B,0.487351,
04-03-2008,12:44:50 AM,AD1-B,0.183792,
04-03-2008,12:44:56 AM,AD1-B,0.0369928,
04-03-2008,12:44:59 AM,AD1-B,0.267153,
04-03-2008,12:45:50 AM,AD1-B,0.512703,
04-03-2008,12:45:59 AM,AD1-B,0.462038,
04-03-2008,12:46:11 AM,M18,ON,
04-03-2008,12:46:12 AM,M18,OFF,
04-03-2008,12:46:18 AM,AD1-B,0.532039,
04-03-2008,12:46:24 AM,AD1-B,0.463015,
04-03-2008,12:46:44 AM,M17,ON,
04-03-2008,12:46:44 AM,AD1-B,0.514578,
04-03-2008,12:46:45 AM,M18,ON,
04-03-2008,12:46:46 AM,M18,OFF,
04-03-2008,12:46:47 AM,M18,ON,
04-03-2008,12:46:47 AM,M17,OFF,
04-03-2008,12:46:48 AM,AD1-B,0.138166,
04-03-2008,12:46:52 AM,M18,ON,
04-03-2008,12:46:53 AM,M18,ON,
04-03-2008,12:46:56 AM,M18,OFF,
04-03-2008,12:46:58 AM,M17,ON,
04-03-2008,12:47:00 AM,M17,OFF,
04-03-2008,12:47:00 AM,M17,ON,
04-03-2008,12:47:02 AM,M17,OFF,
04-03-2008,12:47:04 AM,M17,ON,
04-03-2008,12:47:08 AM,M17,OFF,
04-03-2008,12:47:09 AM,M17,ON,
04-03-2008,12:47:15 AM,M17,ON,
04-03-2008,12:47:15 AM,M18,ON,
04-03-2008,12:47:19 AM,M17,ON,
04-03-2008,12:47:24 AM,M18,OFF,
04-03-2008,12:47:26 AM,M17,OFF,
04-03-2008,12:47:28 AM,D01,OPEN,
04-03-2008,12:47:43 AM,I06,ABSENT,
04-03-2008,12:47:48 AM,I01,PRESENT,
04-03-2008,12:47:53 AM,I05,PRESENT,
04-03-2008,12:47:53 AM,I05,ABSENT,
04-03-2008,12:47:53 AM,I05,PRESENT,
04-03-2008,12:47:55 AM,M17,ON,
04-03-2008,12:47:59 AM,D01,CLOSE,
04-03-2008,12:47:59 AM,M17,OFF,Clean end
04-03-2008,12:07:22 AM,M01,ON,Phone_Call begin
04-03-2008,12:07:24 AM,M07,ON,
04-03-2008,12:07:24 AM,M08,ON,
04-03-2008,12:07:25 AM,M23,OFF,
04-03-2008,12:07:25 AM,M09,ON,
04-03-2008,12:07:25 AM,M01,OFF,
04-03-2008,12:07:26 AM,M14,ON,
04-03-2008,12:07:27 AM,M08,OFF,
04-03-2008,12:07:27 AM,M07,OFF,
04-03-2008,12:07:28 AM,M09,OFF,
04-03-2008,12:07:30 AM,M13,ON,
04-03-2008,12:07:30 AM,I08,ABSENT,
04-03-2008,12:07:30 AM,M13,OFF,
04-03-2008,12:07:32 AM,M14,OFF,
04-03-2008,12:07:33 AM,M14,ON,
04-03-2008,12:07:34 AM,M14,OFF,
04-03-2008,12:07:42 AM,M14,ON,
04-03-2008,12:07:43 AM,M14,OFF,
04-03-2008,12:07:55 AM,M13,ON,
04-03-2008,12:07:57 AM,M13,OFF,
04-03-2008,12:08:01 AM,M13,ON,
04-03-2008,12:08:04 AM,M13,OFF,
04-03-2008,12:08:09 AM,M13,ON,
04-03-2008,12:08:11 AM,M13,OFF,
04-03-2008,03:08:12 PM,asterisk,START,
04-03-2008,12:08:21 AM,M14,ON,
04-03-2008,12:08:24 AM,M14,OFF,
04-03-2008,12:08:30 AM,M13,ON,
04-03-2008,12:08:33 AM,M13,OFF,
04-03-2008,12:09:00 AM,M13,ON,
04-03-2008,12:09:02 AM,M13,OFF,
04-03-2008,12:09:21 AM,M14,ON,
04-03-2008,12:09:21 AM,M13,ON,
04-03-2008,12:09:22 AM,M14,OFF,
04-03-2008,03:09:22 PM,asterisk,END,
04-03-2008,12:09:26 AM,M13,OFF,Phone_Call end
04-03-2008,12:09:42 AM,M13,ON,Wash_hands begin
04-03-2008,12:09:43 AM,M14,ON,
04-03-2008,12:09:43 AM,M13,OFF,
04-03-2008,12:09:46 AM,M14,OFF,
04-03-2008,12:09:46 AM,M14,ON,
04-03-2008,12:09:47 AM,M13,ON,
04-03-2008,12:09:48 AM,M15,ON,
04-03-2008,12:09:48 AM,M16,ON,
04-03-2008,12:09:48 AM,M13,OFF,
04-03-2008,12:09:49 AM,M17,ON,
04-03-2008,12:09:50 AM,M14,OFF,
04-03-2008,12:09:51 AM,M16,OFF,
04-03-2008,12:09:51 AM,M15,OFF,
04-03-2008,12:09:52 AM,M17,OFF,
04-03-2008,12:09:53 AM,AD1-C,0.0429303,
04-03-2008,12:10:05 AM,AD1-C,0.26102,
04-03-2008,12:10:07 AM,M17,ON,
04-03-2008,12:10:08 AM,AD1-C,0.109533,
04-03-2008,12:10:10 AM,M17,OFF,
04-03-2008,12:10:12 AM,M17,ON,
04-03-2008,12:10:13 AM,M17,OFF,
04-03-2008,12:10:14 AM,M18,ON,
04-03-2008,12:10:15 AM,M17,ON,
04-03-2008,12:10:16 AM,M17,OFF,
04-03-2008,12:10:17 AM,M17,ON,
04-03-2008,12:10:19 AM,M17,OFF,Wash_hands end
04-03-2008,12:10:38 AM,M17,ON,Cook begin
04-03-2008,12:10:40 AM,D01,OPEN,
04-03-2008,12:10:42 AM,I02,ABSENT,
04-03-2008,12:10:44 AM,M17,OFF,
04-03-2008,12:10:45 AM,I01,ABSENT,
04-03-2008,12:10:46 AM,I03,ABSENT,
04-03-2008,12:10:51 AM,I05,ABSENT,
04-03-2008,12:10:52 AM,M17,ON,
04-03-2008,12:10:54 AM,M17,OFF,
04-03-2008,12:10:56 AM,I04,ABSENT,
04-03-2008,12:10:57 AM,M17,ON,
04-03-2008,12:10:59 AM,M17,OFF,
04-03-2008,12:11:00 AM,D01,CLOSE,
04-03-2008,12:11:03 AM,M17,ON,
04-03-2008,12:11:05 AM,AD1-B,0.0376178,
04-03-2008,12:11:08 AM,AD1-B,0.13215,
04-03-2008,12:11:08 AM,M17,OFF,
04-03-2008,12:11:11 AM,AD1-B,0.309028,
04-03-2008,12:11:14 AM,AD1-B,0.0887514,
04-03-2008,12:11:15 AM,M17,ON,
04-03-2008,12:11:16 AM,I07,ABSENT,
04-03-2008,12:11:22 AM,M17,OFF,
04-03-2008,12:11:30 AM,AD1-A,2.84293,
04-03-2008,12:11:33 AM,AD1-A,2.99341,
04-03-2008,12:11:35 AM,AD1-A,3.07888,
04-03-2008,12:11:39 AM,M17,ON,
04-03-2008,12:11:40 AM,M17,OFF,
04-03-2008,12:11:42 AM,AD1-A,3.15255,
04-03-2008,12:11:50 AM,AD1-A,3.2345,
04-03-2008,12:12:19 AM,M17,ON,
04-03-2008,12:12:22 AM,M17,OFF,
04-03-2008,12:12:30 AM,M17,ON,
04-03-2008,12:12:31 AM,M17,OFF,
04-03-2008,12:12:33 AM,M17,ON,
04-03-2008,12:12:34 AM,M17,OFF,
04-03-2008,12:12:36 AM,M17,ON,
04-03-2008,12:12:40 AM,M17,OFF,
04-03-2008,12:12:46 AM,M17,ON,
04-03-2008,12:12:48 AM,M17,OFF,
04-03-2008,12:12:50 AM,M17,ON,
04-03-2008,12:13:00 AM,M17,OFF,
04-03-2008,12:13:10 AM,M17,ON,
04-03-2008,12:13:15 AM,M17,OFF,
04-03-2008,12:14:02 AM,M17,ON,
04-03-2008,12:14:03 AM,M17,OFF,
04-03-2008,12:14:05 AM,M17,ON,
04-03-2008,12:14:07 AM,M17,OFF,
04-03-2008,12:14:20 AM,M17,ON,
04-03-2008,12:14:23 AM,AD1-A,3.29536,
04-03-2008,12:14:24 AM,M17,OFF,
04-03-2008,12:14:27 AM,M17,ON,
04-03-2008,12:14:27 AM,AD1-A,3.13528,
04-03-2008,12:14:29 AM,M17,OFF,
04-03-2008,12:14:30 AM,AD1-A,3.04887,
04-03-2008,12:14:32 AM,AD1-A,2.99559,
04-03-2008,12:14:50 AM,AD1-A,2.94356,
04-03-2008,12:15:32 AM,AD1-A,3.01262,
04-03-2008,12:15:35 AM,AD1-A,3.09083,
04-03-2008,12:15:39 AM,M17,ON,
04-03-2008,12:15:41 AM,AD1-A,3.02372,
04-03-2008,12:15:43 AM,M17,OFF,
04-03-2008,12:15:45 AM,M17,ON,
04-03-2008,12:15:47 AM,AD1-A,2.92911,
04-03-2008,12:15:51 AM,M17,OFF,
04-03-2008,12:16:06 AM,AD1-A,2.87043,
04-03-2008,12:16:24 AM,M17,ON,
04-03-2008,12:16:28 AM,M17,OFF,
04-03-2008,12:16:32 AM,M17,ON,
04-03-2008,12:16:33 AM,M17,OFF,Cook end
04-03-2008,12:17:10 AM,M17,ON,Eat begin
04-03-2008,12:17:14 AM,AD1-C,0.0360943,
04-03-2008,12:17:17 AM,AD1-C,0.360005,
04-03-2008,12:17:18 AM,M17,OFF,
04-03-2008,12:17:21 AM,AD1-C,0.505437,
04-03-2008,12:17:22 AM,M17,ON,
04-03-2008,12:17:23 AM,AD1-C,0.392233,
04-03-2008,12:17:24 AM,D01,OPEN,
04-03-2008,12:17:27 AM,D01,CLOSE,
04-03-2008,12:17:30 AM,M17,ON,
04-03-2008,12:17:35 AM,M16,ON,
04-03-2008,12:17:35 AM,M15,ON,
04-03-2008,12:17:36 AM,M14,ON,
04-03-2008,12:17:38 AM,M13,ON,
04-03-2008,12:17:39 AM,M17,OFF,
04-03-2008,12:17:39 AM,M16,OFF,
04-03-2008,12:17:40 AM,M16,ON,
04-03-2008,12:17:40 AM,M15,OFF,
04-03-2008,12:17:41 AM,M16,OFF,
04-03-2008,12:17:43 AM,M13,OFF,
04-03-2008,12:17:48 AM,M13,ON,
04-03-2008,12:17:51 AM,M14,OFF,
04-03-2008,12:17:51 AM,M14,OFF,
04-03-2008,12:17:52 AM,M13,OFF,
04-03-2008,12:18:14 AM,M14,ON,
04-03-2008,12:18:15 AM,M14,OFF,
04-03-2008,12:18:23 AM,M14,ON,
04-03-2008,12:18:24 AM,M14,OFF,Eat end
04-03-2008,12:18:52 AM,M14,ON,Clean begin
04-03-2008,12:19:05 AM,M15,ON,
04-03-2008,12:19:06 AM,M16,ON,
04-03-2008,12:19:06 AM,M17,ON,
04-03-2008,12:19:08 AM,M14,OFF,
04-03-2008,12:19:09 AM,M15,OFF,
04-03-2008,12:19:09 AM,M16,OFF,
04-03-2008,12:19:17 AM,M17,OFF,
04-03-2008,12:19:18 AM,M17,ON,
04-03-2008,12:19:25 AM,M17,ON,
04-03-2008,12:19:27 AM,M17,OFF,
04-03-2008,12:19:37 AM,M17,ON,
04-03-2008,12:19:38 AM,AD1-C,0.060665,
04-03-2008,12:19:39 AM,M17,OFF,
04-03-2008,12:19:41 AM,AD1-B,0.0369146,
04-03-2008,12:19:41 AM,AD1-C,0.172073,
04-03-2008,12:19:47 AM,AD1-B,0.413561,
04-03-2008,12:19:59 AM,AD1-B,0.510008,
04-03-2008,12:20:02 AM,AD1-B,0.454382,
04-03-2008,12:20:02 AM,AD1-C,0.0823059,
04-03-2008,12:20:05 AM,AD1-C,0.174143,
04-03-2008,12:20:08 AM,AD1-B,0.21766,
04-03-2008,12:20:24 AM,M17,ON,
04-03-2008,12:20:29 AM,M17,OFF,
04-03-2008,12:20:47 AM,AD1-C,0.0447663,
04-03-2008,12:20:53 AM,AD1-B,0.307388,
04-03-2008,12:20:59 AM,AD1-C,0.202152,
04-03-2008,12:20:59 AM,AD1-B,0.358365,
04-03-2008,12:21:05 AM,AD1-B,0.306489,
04-03-2008,12:21:11 AM,AD1-B,0.36149,
04-03-2008,12:21:14 AM,AD1-C,0.26602,
04-03-2008,12:21:14 AM,AD1-B,0.309106,
04-03-2008,12:21:17 AM,AD1-B,0.18344,
04-03-2008,12:21:17 AM,AD1-C,0.100705,
04-03-2008,12:21:32 AM,AD1-C,0.0370709,
04-03-2008,12:21:32 AM,AD1-B,0.0382818,
04-03-2008,12:21:35 AM,AD1-B,0.126916,
04-03-2008,12:21:35 AM,AD1-C,0.151565,
04-03-2008,12:21:38 AM,AD1-C,0.329028,
04-03-2008,12:21:41 AM,AD1-B,0.278442,
04-03-2008,12:21:41 AM,AD1-C,0.209769,
04-03-2008,12:22:02 AM,AD1-B,0.192073,
04-03-2008,12:22:02 AM,AD1-C,0.129104,
04-03-2008,12:22:05 AM,AD1-B,0.0842982,
04-03-2008,12:22:23 AM,AD1-B,0.0337896,
04-03-2008,12:22:23 AM,AD1-C,0.0617197,
04-03-2008,12:22:27 AM,AD1-C,0.270395,
04-03-2008,12:22:30 AM,AD1-B,0.17887,
04-03-2008,12:22:33 AM,AD1-B,0.0933217,
04-03-2008,12:22:36 AM,AD1-C,0.201409,
04-03-2008,12:22:36 AM,AD1-B,0.225003,
04-03-2008,12:22:42 AM,AD1-C,0.127463,
04-03-2008,12:22:42 AM,AD1-B,0.163987,
04-03-2008,12:23:05 AM,AD1-B,0.0827356,
04-03-2008,12:23:23 AM,AD1-B,0.0322661,
04-03-2008,12:23:23 AM,AD1-C,0.0596103,
04-03-2008,12:23:29 AM,AD1-C,0.166526,
04-03-2008,12:23:47 AM,AD1-B,0.164924,
04-03-2008,12:23:47 AM,AD1-C,0.107736,
04-03-2008,12:24:05 AM,AD1-B,0.0374224,
04-03-2008,12:24:05 AM,AD1-C,0.0373834,
04-03-2008,12:24:11 AM,AD1-B,0.206566,
04-03-2008,12:24:11 AM,AD1-C,0.0986343,
04-03-2008,12:24:14 AM,AD1-C,0.192581,
04-03-2008,12:24:14 AM,AD1-B,0.304262,
04-03-2008,12:24:18 AM,AD1-B,0.176253,
04-03-2008,12:24:35 AM,AD1-C,0.0393756,
04-03-2008,12:24:35 AM,AD1-B,0.0387506,
04-03-2008,12:24:39 AM,AD1-C,0.111369,
04-03-2008,12:24:39 AM,AD1-B,0.235511,
04-03-2008,12:24:56 AM,AD1-B,0.0657432,
04-03-2008,12:24:59 AM,AD1-B,0.19469,
04-03-2008,12:25:02 AM,AD1-C,0.0382037,
04-03-2008,12:25:05 AM,AD1-B,0.279653,
04-03-2008,12:25:05 AM,AD1-C,0.102619,
04-03-2008,12:25:08 AM,AD1-B,0.225902,
04-03-2008,12:25:23 AM,AD1-B,0.0364849,
04-03-2008,12:25:29 AM,M17,ON,
04-03-2008,12:25:29 AM,AD1-B,0.202698,
04-03-2008,12:25:32 AM,M17,OFF,
04-03-2008,12:25:33 AM,M17,ON,
04-03-2008,12:25:35 AM,M18,ON,
04-03-2008,12:25:39 AM,D01,OPEN,
04-03-2008,12:25:42 AM,M18,OFF,
04-03-2008,12:25:44 AM,I06,PRESENT,
04-03-2008,12:25:45 AM,M17,OFF,
04-03-2008,12:25:46 AM,I04,PRESENT,
04-03-2008,12:25:48 AM,I05,PRESENT,
04-03-2008,12:25:48 AM,I05,ABSENT,
04-03-2008,12:25:50 AM,M17,ON,
04-03-2008,12:25:54 AM,D01,CLOSE,
04-03-2008,12:25:55 AM,M18,ON,
04-03-2008,12:25:58 AM,M17,OFF,
04-03-2008,12:25:59 AM,AD1-B,0.0592978,
04-03-2008,12:25:59 AM,M18,OFF,
04-03-2008,12:26:02 AM,AD1-B,0.143518,
04-03-2008,12:26:07 AM,M17,ON,Clean end
04-03-2008,12:12:52 AM,M23,ON,Phone_Call begin
04-03-2008,12:12:52 AM,M01,ON,
04-03-2008,12:12:54 AM,M07,ON,
04-03-2008,12:12:54 AM,M08,ON,
04-03-2008,12:12:55 AM,M09,ON,
04-03-2008,12:12:56 AM,M14,ON,
04-03-2008,12:12:56 AM,M23,OFF,
04-03-2008,12:12:57 AM,M01,OFF,
04-03-2008,12:12:58 AM,M07,OFF,
04-03-2008,12:12:58 AM,M08,OFF,
04-03-2008,12:12:59 AM,M09,OFF,
04-03-2008,12:12:59 AM,M13,ON,
04-03-2008,12:12:59 AM,I08,ABSENT,
04-03-2008,12:13:00 AM,M14,OFF,
04-03-2008,12:13:00 AM,M14,ON,
04-03-2008,12:13:03 AM,M13,OFF,
04-03-2008,12:13:03 AM,M14,OFF,
04-03-2008,12:13:03 AM,M13,ON,
04-03-2008,12:13:04 AM,M14,ON,
04-03-2008,12:13:05 AM,M13,OFF,
04-03-2008,12:13:07 AM,M14,ON,
04-03-2008,12:13:07 AM,M13,ON,
04-03-2008,12:13:08 AM,M13,OFF,
04-03-2008,12:13:09 AM,M14,OFF,
04-03-2008,12:13:09 AM,M14,ON,
04-03-2008,12:13:11 AM,M14,OFF,
04-03-2008,12:13:20 AM,M14,ON,
04-03-2008,12:13:22 AM,M14,OFF,
04-03-2008,12:13:31 AM,M14,ON,
04-03-2008,12:13:34 AM,M14,OFF,
04-03-2008,12:13:34 AM,M14,ON,
04-03-2008,12:13:36 AM,M14,OFF,
04-03-2008,12:13:39 AM,M14,ON,
04-03-2008,12:13:41 AM,M14,OFF,
04-03-2008,12:13:47 AM,M14,ON,
04-03-2008,12:13:47 AM,M13,ON,
04-03-2008,12:13:49 AM,M14,OFF,
04-03-2008,12:13:49 AM,M13,OFF,
04-03-2008,12:13:54 AM,M14,ON,
04-03-2008,12:13:57 AM,M14,OFF,
04-03-2008,12:14:09 AM,M14,ON,
04-03-2008,04:14:10 PM,asterisk,START,
04-03-2008,12:14:11 AM,M14,OFF,
04-03-2008,12:14:12 AM,M14,ON,
04-03-2008,12:14:14 AM,M14,OFF,
04-03-2008,12:14:15 AM,M14,ON,
04-03-2008,12:14:16 AM,M13,ON,
04-03-2008,12:14:17 AM,M14,OFF,
04-03-2008,12:14:18 AM,M13,OFF,
04-03-2008,12:14:35 AM,M13,ON,
04-03-2008,12:14:36 AM,M13,OFF,
04-03-2008,12:14:58 AM,M14,ON,
04-03-2008,04:14:59 PM,asterisk,END,
04-03-2008,12:15:04 AM,M13,ON,Phone_Call end
04-03-2008,12:15:21 AM,M13,ON,Wash_hands begin
04-03-2008,12:15:25 AM,M15,ON,
04-03-2008,12:15:25 AM,M16,ON,
04-03-2008,12:15:27 AM,M13,OFF,
04-03-2008,12:15:27 AM,M17,ON,
04-03-2008,12:15:28 AM,M18,ON,
04-03-2008,12:15:28 AM,M14,OFF,
04-03-2008,12:15:29 AM,M15,OFF,
04-03-2008,12:15:29 AM,M16,OFF,
04-03-2008,12:15:29 AM,AD1-B,0.0798059,
04-03-2008,12:15:29 AM,M18,OFF,
04-03-2008,12:15:30 AM,M17,OFF,
04-03-2008,12:15:30 AM,M17,ON,
04-03-2008,12:15:32 AM,M17,OFF,
04-03-2008,12:15:32 AM,AD1-B,0.204573,
04-03-2008,12:15:32 AM,M17,ON,
04-03-2008,12:15:33 AM,M17,OFF,
04-03-2008,12:15:48 AM,M17,ON,
04-03-2008,12:15:48 AM,AD1-B,0.480007,
04-03-2008,12:15:48 AM,M18,ON,
04-03-2008,12:15:50 AM,M17,OFF,
04-03-2008,12:15:50 AM,M18,OFF,
04-03-2008,12:15:51 AM,AD1-B,0.345005,
04-03-2008,12:15:52 AM,M17,ON,
04-03-2008,12:15:52 AM,M18,ON,
04-03-2008,12:15:54 AM,M18,OFF,
04-03-2008,12:15:55 AM,M17,OFF,
04-03-2008,12:15:56 AM,M17,ON,
04-03-2008,12:15:57 AM,M17,ON,
04-03-2008,12:16:00 AM,M17,OFF,
04-03-2008,12:16:00 AM,M17,ON,
04-03-2008,12:16:03 AM,M18,ON,
04-03-2008,12:16:09 AM,M18,OFF,Wash_hands end
04-03-2008,12:16:16 AM,M17,ON,Cook begin
04-03-2008,12:16:19 AM,M17,OFF,
04-03-2008,12:16:29 AM,M17,ON,
04-03-2008,12:16:29 AM,D01,OPEN,
04-03-2008,12:16:31 AM,I07,ABSENT,
04-03-2008,12:16:32 AM,M17,OFF,
04-03-2008,12:16:34 AM,M17,ON,
04-03-2008,12:16:34 AM,I01,ABSENT,
04-03-2008,12:16:35 AM,M17,OFF,
04-03-2008,12:16:37 AM,M17,ON,
04-03-2008,12:16:39 AM,I02,ABSENT,
04-03-2008,12:16:40 AM,I04,ABSENT,
04-03-2008,12:16:41 AM,I05,ABSENT,
04-03-2008,12:16:42 AM,M17,ON,
04-03-2008,12:16:44 AM,D01,CLOSE,
04-03-2008,12:16:46 AM,M17,OFF,
04-03-2008,12:16:46 AM,M17,ON,
04-03-2008,12:16:47 AM,AD1-A,2.81989,
04-03-2008,12:16:50 AM,AD1-B,0.0455866,
04-03-2008,12:16:50 AM,AD1-A,2.91583,
04-03-2008,12:16:53 AM,M17,OFF,
04-03-2008,12:16:53 AM,AD1-A,3.01997,
04-03-2008,12:16:56 AM,AD1-B,0.469421,
04-03-2008,12:16:56 AM,M17,ON,
04-03-2008,12:16:59 AM,AD1-B,0.222855,
04-03-2008,12:16:59 AM,AD1-A,3.10169,
04-03-2008,12:17:03 AM,M17,OFF,
